Record,Method,Dataset,Task,Insight,MSP,completionID,Timer,Duration (in seconds),LikertValue,LikertScale
21,Coreflow,Basketball,Common pattern,Insight3,4,202134,11.467,476,Strongly disagree,1
21,Sententree,Basketball,Common pattern,Insight3,4,202134,31.572,476,Strongly disagree,1
23,SeqSynopsis,Basketball,Common pattern,Insight2,4,765509,11.161,389,Strongly disagree,1
25,Coreflow,Basketball,Common pattern,Insight1,4,834426,31.447,1582,Strongly disagree,1
25,Sententree,Basketball,Common pattern,Insight1,4,834426,41.394,1582,Strongly disagree,1
25,Coreflow,Basketball,Common pattern,Insight2,4,834426,19.364,1582,Strongly disagree,1
25,Sententree,Basketball,Common pattern,Insight2,4,834426,19.446,1582,Strongly disagree,1
25,SeqSynopsis,Basketball,Common pattern,Insight2,4,834426,67.558,1582,Strongly disagree,1
25,Coreflow,Basketball,Common pattern,Insight3,4,834426,15.79,1582,Strongly disagree,1
27,Coreflow,Basketball,Common pattern,Insight1,5,855937,17.762,299,Strongly disagree,1
27,Coreflow,Basketball,Common pattern,Insight2,5,855937,10.58,299,Strongly disagree,1
27,Sententree,Basketball,Common pattern,Insight2,5,855937,37.729,299,Strongly disagree,1
27,SeqSynopsis,Basketball,Common pattern,Insight2,5,855937,21.809,299,Strongly disagree,1
27,Coreflow,Basketball,Common pattern,Insight3,5,855937,10.783,299,Strongly disagree,1
29,Coreflow,Basketball,Common pattern,Insight1,5,602464,77.299,1482,Strongly disagree,1
29,Coreflow,Basketball,Common pattern,Insight2,5,602464,43.669,1482,Strongly disagree,1
29,Sententree,Basketball,Common pattern,Insight2,5,602464,17.47,1482,Strongly disagree,1
29,Coreflow,Basketball,Common pattern,Insight3,5,602464,12.663,1482,Strongly disagree,1
29,Sententree,Basketball,Common pattern,Insight3,5,602464,26.042,1482,Strongly disagree,1
29,SeqSynopsis,Basketball,Common pattern,Insight3,5,602464,261.012,1482,Strongly disagree,1
30,Coreflow,Basketball,Common pattern,Insight1,5,283152,20.8,1253,Strongly disagree,1
30,Sententree,Basketball,Common pattern,Insight1,5,283152,60.932,1253,Strongly disagree,1
30,Coreflow,Basketball,Common pattern,Insight2,5,283152,19.95,1253,Strongly disagree,1
30,Sententree,Basketball,Common pattern,Insight2,5,283152,33.625,1253,Strongly disagree,1
30,SeqSynopsis,Basketball,Common pattern,Insight2,5,283152,67.982,1253,Strongly disagree,1
30,Coreflow,Basketball,Common pattern,Insight3,5,283152,73.195,1253,Strongly disagree,1
30,Sententree,Basketball,Common pattern,Insight3,5,283152,113.301,1253,Strongly disagree,1
30,SeqSynopsis,Basketball,Common pattern,Insight3,5,283152,72.637,1253,Strongly disagree,1
32,Coreflow,Career,Anomaly detection,Insight1,0,394445,16.924,467,Strongly disagree,1
32,Sententree,Career,Anomaly detection,Insight1,0,394445,48.051,467,Strongly disagree,1
32,SeqSynopsis,Career,Anomaly detection,Insight1,0,394445,18.475,467,Strongly disagree,1
32,Sententree,Career,Anomaly detection,Insight2,0,394445,29.987,467,Strongly disagree,1
32,SeqSynopsis,Career,Anomaly detection,Insight2,0,394445,48.467,467,Strongly disagree,1
32,Coreflow,Career,Anomaly detection,Insight3,0,394445,11.473,467,Strongly disagree,1
32,Sententree,Career,Anomaly detection,Insight3,0,394445,48.653,467,Strongly disagree,1
32,SeqSynopsis,Career,Anomaly detection,Insight3,0,394445,13.176,467,Strongly disagree,1
34,Sententree,Career,Anomaly detection,Insight2,0,325690,10.844,477,Strongly disagree,1
34,SeqSynopsis,Career,Anomaly detection,Insight2,0,325690,16.461,477,Strongly disagree,1
34,Coreflow,Career,Anomaly detection,Insight3,0,325690,20.232,477,Strongly disagree,1
37,SeqSynopsis,Career,Anomaly detection,Insight2,1,950815,70.476,589,Strongly disagree,1
37,Coreflow,Career,Anomaly detection,Insight3,1,950815,63.279,589,Strongly disagree,1
37,Sententree,Career,Anomaly detection,Insight3,1,950815,14.827,589,Strongly disagree,1
38,Coreflow,Career,Anomaly detection,Insight3,1,738856,22.201,496,Strongly disagree,1
40,SeqSynopsis,Career,Anomaly detection,Insight2,1,698245,74.161,2429,Strongly disagree,1
40,Sententree,Career,Anomaly detection,Insight3,1,698245,66.451,2429,Strongly disagree,1
41,SeqSynopsis,Career,Anomaly detection,Insight1,2,813543,22.033,360,Strongly disagree,1
41,Sententree,Career,Anomaly detection,Insight2,2,813543,11.261,360,Strongly disagree,1
41,SeqSynopsis,Career,Anomaly detection,Insight2,2,813543,46.739,360,Strongly disagree,1
41,Coreflow,Career,Anomaly detection,Insight3,2,813543,11.374,360,Strongly disagree,1
41,Sententree,Career,Anomaly detection,Insight3,2,813543,14.014,360,Strongly disagree,1
41,SeqSynopsis,Career,Anomaly detection,Insight3,2,813543,12.703,360,Strongly disagree,1
42,Coreflow,Career,Anomaly detection,Insight3,2,143147,20.928,419,Strongly disagree,1
45,SeqSynopsis,Career,Anomaly detection,Insight2,2,530395,78.239,701,Strongly disagree,1
46,Coreflow,Career,Anomaly detection,Insight1,3,492560,14.487,428,Strongly disagree,1
46,Coreflow,Career,Anomaly detection,Insight2,3,492560,35.395,428,Strongly disagree,1
46,Coreflow,Career,Anomaly detection,Insight3,3,492560,12.009,428,Strongly disagree,1
49,Coreflow,Career,Anomaly detection,Insight2,3,593548,28.47,883,Strongly disagree,1
49,Coreflow,Career,Anomaly detection,Insight3,3,593548,11.424,883,Strongly disagree,1
49,Sententree,Career,Anomaly detection,Insight3,3,593548,22.135,883,Strongly disagree,1
51,Coreflow,Career,Anomaly detection,Insight1,4,137584,29.691,481,Strongly disagree,1
51,SeqSynopsis,Career,Anomaly detection,Insight1,4,137584,53.577,481,Strongly disagree,1
51,Sententree,Career,Anomaly detection,Insight2,4,137584,21.453,481,Strongly disagree,1
51,Coreflow,Career,Anomaly detection,Insight3,4,137584,11.155,481,Strongly disagree,1
51,Sententree,Career,Anomaly detection,Insight3,4,137584,27.572,481,Strongly disagree,1
52,Coreflow,Career,Anomaly detection,Insight1,4,812407,15.131,644,Strongly disagree,1
52,Coreflow,Career,Anomaly detection,Insight2,4,812407,20.561,644,Strongly disagree,1
52,Sententree,Career,Anomaly detection,Insight2,4,812407,41.519,644,Strongly disagree,1
52,Coreflow,Career,Anomaly detection,Insight3,4,812407,11.051,644,Strongly disagree,1
52,Sententree,Career,Anomaly detection,Insight3,4,812407,15.44,644,Strongly disagree,1
54,Coreflow,Career,Anomaly detection,Insight2,4,504413,30.835,1927,Strongly disagree,1
54,Sententree,Career,Anomaly detection,Insight2,4,504413,76.18,1927,Strongly disagree,1
54,SeqSynopsis,Career,Anomaly detection,Insight2,4,504413,86.178,1927,Strongly disagree,1
54,Coreflow,Career,Anomaly detection,Insight3,4,504413,40.584,1927,Strongly disagree,1
55,Coreflow,Career,Anomaly detection,Insight1,4,301828,11.652,1100,Strongly disagree,1
55,Sententree,Career,Anomaly detection,Insight1,4,301828,165.687,1100,Strongly disagree,1
55,SeqSynopsis,Career,Anomaly detection,Insight1,4,301828,37.439,1100,Strongly disagree,1
55,Coreflow,Career,Anomaly detection,Insight3,4,301828,30.541,1100,Strongly disagree,1
55,Sententree,Career,Anomaly detection,Insight3,4,301828,11.833,1100,Strongly disagree,1
55,SeqSynopsis,Career,Anomaly detection,Insight3,4,301828,15.786,1100,Strongly disagree,1
56,Sententree,Career,Anomaly detection,Insight3,5,177991,18.409,915,Strongly disagree,1
58,Coreflow,Career,Anomaly detection,Insight1,5,980130,136.863,1667,Strongly disagree,1
58,Sententree,Career,Anomaly detection,Insight1,5,980130,130.671,1667,Strongly disagree,1
58,SeqSynopsis,Career,Anomaly detection,Insight1,5,980130,90.891,1667,Strongly disagree,1
58,Coreflow,Career,Anomaly detection,Insight2,5,980130,12.165,1667,Strongly disagree,1
58,Sententree,Career,Anomaly detection,Insight2,5,980130,57.732,1667,Strongly disagree,1
58,SeqSynopsis,Career,Anomaly detection,Insight2,5,980130,123.474,1667,Strongly disagree,1
58,Coreflow,Career,Anomaly detection,Insight3,5,980130,23.425,1667,Strongly disagree,1
58,Sententree,Career,Anomaly detection,Insight3,5,980130,29.613,1667,Strongly disagree,1
58,SeqSynopsis,Career,Anomaly detection,Insight3,5,980130,187.75,1667,Strongly disagree,1
59,Sententree,Career,Anomaly detection,Insight3,5,101043,31.105,1896,Strongly disagree,1
59,SeqSynopsis,Career,Anomaly detection,Insight3,5,101043,17.796,1896,Strongly disagree,1
61,Coreflow,Emergency,Common pattern,Insight3,0,748611,56.807,1777,Strongly disagree,1
61,SeqSynopsis,Emergency,Common pattern,Insight3,0,748611,89.544,1777,Strongly disagree,1
62,Coreflow,Emergency,Common pattern,Insight2,0,392479,51.254,1682,Strongly disagree,1
62,Sententree,Emergency,Common pattern,Insight2,0,392479,46.336,1682,Strongly disagree,1
62,SeqSynopsis,Emergency,Common pattern,Insight2,0,392479,98.727,1682,Strongly disagree,1
62,Coreflow,Emergency,Common pattern,Insight3,0,392479,56.391,1682,Strongly disagree,1
62,Sententree,Emergency,Common pattern,Insight3,0,392479,54.515,1682,Strongly disagree,1
62,SeqSynopsis,Emergency,Common pattern,Insight3,0,392479,136.7,1682,Strongly disagree,1
63,Coreflow,Emergency,Common pattern,Insight2,0,124322,32.08,6092,Strongly disagree,1
63,SeqSynopsis,Emergency,Common pattern,Insight2,0,124322,41.932,6092,Strongly disagree,1
63,Coreflow,Emergency,Common pattern,Insight3,0,124322,1511.694,6092,Strongly disagree,1
63,SeqSynopsis,Emergency,Common pattern,Insight3,0,124322,869.094,6092,Strongly disagree,1
65,Coreflow,Emergency,Common pattern,Insight2,0,386402,26.237,1867,Strongly disagree,1
65,Sententree,Emergency,Common pattern,Insight2,0,386402,61.585,1867,Strongly disagree,1
65,Coreflow,Emergency,Common pattern,Insight3,0,386402,69.516,1867,Strongly disagree,1
68,Sententree,Emergency,Common pattern,Insight3,1,571834,14.196,418,Strongly disagree,1
68,SeqSynopsis,Emergency,Common pattern,Insight3,1,571834,26.49,418,Strongly disagree,1
71,Coreflow,Emergency,Common pattern,Insight3,2,673442,56.048,930,Strongly disagree,1
71,Sententree,Emergency,Common pattern,Insight3,2,673442,62.047,930,Strongly disagree,1
75,SeqSynopsis,Emergency,Common pattern,Insight2,2,105647,88.16,2429,Strongly disagree,1
77,Sententree,Emergency,Common pattern,Insight1,3,409931,83.222,582,Strongly disagree,1
77,Coreflow,Emergency,Common pattern,Insight2,3,409931,27.556,582,Strongly disagree,1
77,Sententree,Emergency,Common pattern,Insight2,3,409931,28.084,582,Strongly disagree,1
77,SeqSynopsis,Emergency,Common pattern,Insight2,3,409931,14.216,582,Strongly disagree,1
77,Coreflow,Emergency,Common pattern,Insight3,3,409931,22.991,582,Strongly disagree,1
77,Sententree,Emergency,Common pattern,Insight3,3,409931,29.953,582,Strongly disagree,1
77,SeqSynopsis,Emergency,Common pattern,Insight3,3,409931,29.027,582,Strongly disagree,1
78,Coreflow,Emergency,Common pattern,Insight3,3,376665,30.173,552,Strongly disagree,1
78,Sententree,Emergency,Common pattern,Insight3,3,376665,26.922,552,Strongly disagree,1
78,SeqSynopsis,Emergency,Common pattern,Insight3,3,376665,30.101,552,Strongly disagree,1
79,Coreflow,Emergency,Common pattern,Insight2,3,405658,19.731,1073,Strongly disagree,1
79,Sententree,Emergency,Common pattern,Insight2,3,405658,23.595,1073,Strongly disagree,1
80,SeqSynopsis,Emergency,Common pattern,Insight2,3,315142,67.722,1289,Strongly disagree,1
80,Coreflow,Emergency,Common pattern,Insight3,3,315142,41.62,1289,Strongly disagree,1
80,SeqSynopsis,Emergency,Common pattern,Insight3,3,315142,120.226,1289,Strongly disagree,1
81,Coreflow,Emergency,Common pattern,Insight3,4,611263,16.281,556,Strongly disagree,1
81,Sententree,Emergency,Common pattern,Insight3,4,611263,33.941,556,Strongly disagree,1
82,SeqSynopsis,Emergency,Common pattern,Insight3,4,107733,40.325,544,Strongly disagree,1
83,SeqSynopsis,Emergency,Common pattern,Insight1,4,393258,54.222,1573,Strongly disagree,1
83,Coreflow,Emergency,Common pattern,Insight2,4,393258,22.984,1573,Strongly disagree,1
83,Sententree,Emergency,Common pattern,Insight2,4,393258,183.246,1573,Strongly disagree,1
83,SeqSynopsis,Emergency,Common pattern,Insight2,4,393258,28.419,1573,Strongly disagree,1
83,Coreflow,Emergency,Common pattern,Insight3,4,393258,21.294,1573,Strongly disagree,1
83,Sententree,Emergency,Common pattern,Insight3,4,393258,344.986,1573,Strongly disagree,1
83,SeqSynopsis,Emergency,Common pattern,Insight3,4,393258,10.991,1573,Strongly disagree,1
86,Coreflow,Emergency,Common pattern,Insight3,5,814102,56.847,617,Strongly disagree,1
86,Sententree,Emergency,Common pattern,Insight3,5,814102,29.294,617,Strongly disagree,1
86,SeqSynopsis,Emergency,Common pattern,Insight3,5,814102,82.196,617,Strongly disagree,1
87,Coreflow,Emergency,Common pattern,Insight2,5,424794,10.804,349,Strongly disagree,1
87,Sententree,Emergency,Common pattern,Insight2,5,424794,16.265,349,Strongly disagree,1
87,Coreflow,Emergency,Common pattern,Insight3,5,424794,14.8,349,Strongly disagree,1
87,Sententree,Emergency,Common pattern,Insight3,5,424794,37.612,349,Strongly disagree,1
87,SeqSynopsis,Emergency,Common pattern,Insight3,5,424794,23.318,349,Strongly disagree,1
88,Coreflow,Emergency,Common pattern,Insight3,5,110751,27.918,536,Strongly disagree,1
88,Sententree,Emergency,Common pattern,Insight3,5,110751,20.753,536,Strongly disagree,1
88,SeqSynopsis,Emergency,Common pattern,Insight3,5,110751,34.568,536,Strongly disagree,1
89,SeqSynopsis,Emergency,Common pattern,Insight2,5,301282,50.565,808,Strongly disagree,1
89,Coreflow,Emergency,Common pattern,Insight3,5,301282,48.791,808,Strongly disagree,1
89,Sententree,Emergency,Common pattern,Insight3,5,301282,19.358,808,Strongly disagree,1
89,SeqSynopsis,Emergency,Common pattern,Insight3,5,301282,104.996,808,Strongly disagree,1
90,Coreflow,Emergency,Common pattern,Insight3,5,485249,75.224,1267,Strongly disagree,1
90,Sententree,Emergency,Common pattern,Insight3,5,485249,93.873,1267,Strongly disagree,1
90,SeqSynopsis,Emergency,Common pattern,Insight3,5,485249,156.224,1267,Strongly disagree,1
91,Coreflow,Trauma,Anomaly detection,Insight1,0,691245,16.138,386,Strongly disagree,1
92,Coreflow,Trauma,Anomaly detection,Insight1,0,605566,35.84,856,Strongly disagree,1
92,SeqSynopsis,Trauma,Anomaly detection,Insight1,0,605566,60.654,856,Strongly disagree,1
92,Coreflow,Trauma,Anomaly detection,Insight2,0,605566,19.701,856,Strongly disagree,1
92,SeqSynopsis,Trauma,Anomaly detection,Insight2,0,605566,61.723,856,Strongly disagree,1
92,Coreflow,Trauma,Anomaly detection,Insight3,0,605566,12.454,856,Strongly disagree,1
92,SeqSynopsis,Trauma,Anomaly detection,Insight3,0,605566,91.083,856,Strongly disagree,1
95,Coreflow,Trauma,Anomaly detection,Insight1,0,825534,49.497,2773,Strongly disagree,1
96,Sententree,Trauma,Anomaly detection,Insight1,1,771907,267.732,819,Strongly disagree,1
96,Coreflow,Trauma,Anomaly detection,Insight3,1,771907,18.552,819,Strongly disagree,1
97,Coreflow,Trauma,Anomaly detection,Insight1,1,627989,33.498,645,Strongly disagree,1
97,Coreflow,Trauma,Anomaly detection,Insight3,1,627989,11.96,645,Strongly disagree,1
97,SeqSynopsis,Trauma,Anomaly detection,Insight3,1,627989,17.399,645,Strongly disagree,1
98,Coreflow,Trauma,Anomaly detection,Insight2,1,842739,23.736,579,Strongly disagree,1
98,Sententree,Trauma,Anomaly detection,Insight2,1,842739,17.698,579,Strongly disagree,1
98,Coreflow,Trauma,Anomaly detection,Insight3,1,842739,69.801,579,Strongly disagree,1
98,SeqSynopsis,Trauma,Anomaly detection,Insight3,1,842739,18.746,579,Strongly disagree,1
102,Coreflow,Trauma,Anomaly detection,Insight1,2,311949,26.103,1088,Strongly disagree,1
102,Sententree,Trauma,Anomaly detection,Insight1,2,311949,212.819,1088,Strongly disagree,1
102,SeqSynopsis,Trauma,Anomaly detection,Insight1,2,311949,82.093,1088,Strongly disagree,1
102,Coreflow,Trauma,Anomaly detection,Insight3,2,311949,13.83,1088,Strongly disagree,1
102,Sententree,Trauma,Anomaly detection,Insight3,2,311949,40.147,1088,Strongly disagree,1
102,SeqSynopsis,Trauma,Anomaly detection,Insight3,2,311949,27.26,1088,Strongly disagree,1
104,Coreflow,Trauma,Anomaly detection,Insight1,2,837994,30.967,517,Strongly disagree,1
104,Coreflow,Trauma,Anomaly detection,Insight3,2,837994,18.023,517,Strongly disagree,1
106,SeqSynopsis,Trauma,Anomaly detection,Insight3,3,147010,22.268,509,Strongly disagree,1
107,Coreflow,Trauma,Anomaly detection,Insight1,3,349052,60.401,783,Strongly disagree,1
107,Coreflow,Trauma,Anomaly detection,Insight2,3,349052,16.092,783,Strongly disagree,1
107,Coreflow,Trauma,Anomaly detection,Insight3,3,349052,10.395,783,Strongly disagree,1
107,Sententree,Trauma,Anomaly detection,Insight3,3,349052,11.712,783,Strongly disagree,1
107,SeqSynopsis,Trauma,Anomaly detection,Insight3,3,349052,27.629,783,Strongly disagree,1
108,Sententree,Trauma,Anomaly detection,Insight2,3,379039,11.699,795,Strongly disagree,1
108,Coreflow,Trauma,Anomaly detection,Insight3,3,379039,12.975,795,Strongly disagree,1
108,Sententree,Trauma,Anomaly detection,Insight3,3,379039,11.208,795,Strongly disagree,1
108,SeqSynopsis,Trauma,Anomaly detection,Insight3,3,379039,22.917,795,Strongly disagree,1
112,Coreflow,Trauma,Anomaly detection,Insight1,4,220035,17.895,575,Strongly disagree,1
112,Sententree,Trauma,Anomaly detection,Insight1,4,220035,13.589,575,Strongly disagree,1
112,Coreflow,Trauma,Anomaly detection,Insight2,4,220035,34.822,575,Strongly disagree,1
112,Sententree,Trauma,Anomaly detection,Insight2,4,220035,26.932,575,Strongly disagree,1
112,Coreflow,Trauma,Anomaly detection,Insight3,4,220035,11.155,575,Strongly disagree,1
112,Sententree,Trauma,Anomaly detection,Insight3,4,220035,32.454,575,Strongly disagree,1
112,SeqSynopsis,Trauma,Anomaly detection,Insight3,4,220035,13.974,575,Strongly disagree,1
113,Coreflow,Trauma,Anomaly detection,Insight1,4,749215,176.646,1448,Strongly disagree,1
113,SeqSynopsis,Trauma,Anomaly detection,Insight1,4,749215,71.175,1448,Strongly disagree,1
113,SeqSynopsis,Trauma,Anomaly detection,Insight3,4,749215,42.256,1448,Strongly disagree,1
114,SeqSynopsis,Trauma,Anomaly detection,Insight3,4,117113,15.369,527,Strongly disagree,1
116,Coreflow,Trauma,Anomaly detection,Insight3,5,448071,29.103,520,Strongly disagree,1
116,SeqSynopsis,Trauma,Anomaly detection,Insight3,5,448071,18.666,520,Strongly disagree,1
117,Coreflow,Trauma,Anomaly detection,Insight3,5,507682,20.807,694,Strongly disagree,1
117,Sententree,Trauma,Anomaly detection,Insight3,5,507682,40.082,694,Strongly disagree,1
117,SeqSynopsis,Trauma,Anomaly detection,Insight3,5,507682,23.57,694,Strongly disagree,1
119,SeqSynopsis,Trauma,Anomaly detection,Insight1,5,981230,19.569,975,Strongly disagree,1
121,Coreflow,VAST,Clustering,Insight1,0,877557,25.723,1657,Strongly disagree,1
121,Coreflow,VAST,Clustering,Insight2,0,877557,17.464,1657,Strongly disagree,1
121,Coreflow,VAST,Clustering,Insight3,0,877557,12.736,1657,Strongly disagree,1
122,Coreflow,VAST,Clustering,Insight1,0,655286,18.96,921,Strongly disagree,1
122,Coreflow,VAST,Clustering,Insight2,0,655286,11.025,921,Strongly disagree,1
122,Coreflow,VAST,Clustering,Insight3,0,655286,12.242,921,Strongly disagree,1
123,Coreflow,VAST,Clustering,Insight1,0,874982,52.685,809,Strongly disagree,1
123,Sententree,VAST,Clustering,Insight1,0,874982,89.826,809,Strongly disagree,1
123,SeqSynopsis,VAST,Clustering,Insight1,0,874982,49.812,809,Strongly disagree,1
123,Coreflow,VAST,Clustering,Insight2,0,874982,29.699,809,Strongly disagree,1
123,Sententree,VAST,Clustering,Insight2,0,874982,131.425,809,Strongly disagree,1
123,SeqSynopsis,VAST,Clustering,Insight2,0,874982,10.965,809,Strongly disagree,1
123,Coreflow,VAST,Clustering,Insight3,0,874982,12.241,809,Strongly disagree,1
123,Sententree,VAST,Clustering,Insight3,0,874982,40.982,809,Strongly disagree,1
123,SeqSynopsis,VAST,Clustering,Insight3,0,874982,19.638,809,Strongly disagree,1
124,Coreflow,VAST,Clustering,Insight1,0,284038,55.9,2319,Strongly disagree,1
127,Coreflow,VAST,Clustering,Insight1,1,789883,26.539,527,Strongly disagree,1
127,Sententree,VAST,Clustering,Insight1,1,789883,22.723,527,Strongly disagree,1
127,Coreflow,VAST,Clustering,Insight2,1,789883,22.226,527,Strongly disagree,1
127,Coreflow,VAST,Clustering,Insight3,1,789883,11.567,527,Strongly disagree,1
127,Sententree,VAST,Clustering,Insight3,1,789883,14.626,527,Strongly disagree,1
128,Coreflow,VAST,Clustering,Insight1,1,292165,42.972,760,Strongly disagree,1
128,Sententree,VAST,Clustering,Insight1,1,292165,83.982,760,Strongly disagree,1
128,Coreflow,VAST,Clustering,Insight2,1,292165,30.951,760,Strongly disagree,1
128,Sententree,VAST,Clustering,Insight2,1,292165,20.686,760,Strongly disagree,1
128,Coreflow,VAST,Clustering,Insight3,1,292165,15.808,760,Strongly disagree,1
128,Sententree,VAST,Clustering,Insight3,1,292165,16.37,760,Strongly disagree,1
129,Coreflow,VAST,Clustering,Insight1,1,778227,26.97,1215,Strongly disagree,1
129,Coreflow,VAST,Clustering,Insight2,1,778227,25.825,1215,Strongly disagree,1
129,Sententree,VAST,Clustering,Insight2,1,778227,26.43,1215,Strongly disagree,1
129,Coreflow,VAST,Clustering,Insight3,1,778227,11.798,1215,Strongly disagree,1
129,Sententree,VAST,Clustering,Insight3,1,778227,46.274,1215,Strongly disagree,1
130,Coreflow,VAST,Clustering,Insight1,1,794252,13.855,523,Strongly disagree,1
130,Sententree,VAST,Clustering,Insight1,1,794252,42.665,523,Strongly disagree,1
130,Coreflow,VAST,Clustering,Insight2,1,794252,13.959,523,Strongly disagree,1
130,Sententree,VAST,Clustering,Insight2,1,794252,59.738,523,Strongly disagree,1
130,Coreflow,VAST,Clustering,Insight3,1,794252,12.118,523,Strongly disagree,1
133,Coreflow,VAST,Clustering,Insight1,2,817913,24.743,439,Strongly disagree,1
133,Coreflow,VAST,Clustering,Insight2,2,817913,14.007,439,Strongly disagree,1
133,Sententree,VAST,Clustering,Insight2,2,817913,20.791,439,Strongly disagree,1
133,Coreflow,VAST,Clustering,Insight3,2,817913,11.023,439,Strongly disagree,1
136,Coreflow,VAST,Clustering,Insight1,3,861520,25.936,523,Strongly disagree,1
136,Coreflow,VAST,Clustering,Insight2,3,861520,32.685,523,Strongly disagree,1
136,Coreflow,VAST,Clustering,Insight3,3,861520,11.331,523,Strongly disagree,1
136,Sententree,VAST,Clustering,Insight3,3,861520,18.478,523,Strongly disagree,1
137,Coreflow,VAST,Clustering,Insight1,3,334343,13.937,805,Strongly disagree,1
137,Sententree,VAST,Clustering,Insight1,3,334343,47.788,805,Strongly disagree,1
137,Coreflow,VAST,Clustering,Insight2,3,334343,11.598,805,Strongly disagree,1
137,Sententree,VAST,Clustering,Insight2,3,334343,56.915,805,Strongly disagree,1
137,Coreflow,VAST,Clustering,Insight3,3,334343,16.444,805,Strongly disagree,1
137,Sententree,VAST,Clustering,Insight3,3,334343,38.925,805,Strongly disagree,1
139,Coreflow,VAST,Clustering,Insight1,3,605587,141.687,1540,Strongly disagree,1
139,Sententree,VAST,Clustering,Insight1,3,605587,51.137,1540,Strongly disagree,1
139,Sententree,VAST,Clustering,Insight2,3,605587,11.372,1540,Strongly disagree,1
139,SeqSynopsis,VAST,Clustering,Insight2,3,605587,203.906,1540,Strongly disagree,1
139,Sententree,VAST,Clustering,Insight3,3,605587,10.877,1540,Strongly disagree,1
139,SeqSynopsis,VAST,Clustering,Insight3,3,605587,72.315,1540,Strongly disagree,1
141,Coreflow,VAST,Clustering,Insight2,4,989677,31.212,997,Strongly disagree,1
141,Coreflow,VAST,Clustering,Insight3,4,989677,12.216,997,Strongly disagree,1
142,Coreflow,VAST,Clustering,Insight1,4,523993,57.953,796,Strongly disagree,1
142,Sententree,VAST,Clustering,Insight1,4,523993,38.802,796,Strongly disagree,1
142,Coreflow,VAST,Clustering,Insight2,4,523993,24.793,796,Strongly disagree,1
142,Sententree,VAST,Clustering,Insight2,4,523993,16.198,796,Strongly disagree,1
142,Coreflow,VAST,Clustering,Insight3,4,523993,11.956,796,Strongly disagree,1
142,Sententree,VAST,Clustering,Insight3,4,523993,10.814,796,Strongly disagree,1
143,Coreflow,VAST,Clustering,Insight2,4,113898,33.092,905,Strongly disagree,1
143,Coreflow,VAST,Clustering,Insight3,4,113898,15.177,905,Strongly disagree,1
145,Coreflow,VAST,Clustering,Insight1,4,599503,60.258,1099,Strongly disagree,1
145,Sententree,VAST,Clustering,Insight1,4,599503,63.647,1099,Strongly disagree,1
145,Sententree,VAST,Clustering,Insight2,4,599503,26.787,1099,Strongly disagree,1
145,Coreflow,VAST,Clustering,Insight3,4,599503,23.856,1099,Strongly disagree,1
145,Sententree,VAST,Clustering,Insight3,4,599503,12.665,1099,Strongly disagree,1
146,Coreflow,VAST,Clustering,Insight1,5,100046,16.259,208,Strongly disagree,1
146,Sententree,VAST,Clustering,Insight1,5,100046,11.497,208,Strongly disagree,1
146,SeqSynopsis,VAST,Clustering,Insight1,5,100046,16.03,208,Strongly disagree,1
146,Coreflow,VAST,Clustering,Insight2,5,100046,10.861,208,Strongly disagree,1
146,Sententree,VAST,Clustering,Insight2,5,100046,11.04,208,Strongly disagree,1
146,Coreflow,VAST,Clustering,Insight3,5,100046,10.986,208,Strongly disagree,1
146,Sententree,VAST,Clustering,Insight3,5,100046,10.88,208,Strongly disagree,1
147,Coreflow,VAST,Clustering,Insight1,5,107112,45.322,1084,Strongly disagree,1
147,Sententree,VAST,Clustering,Insight1,5,107112,82.638,1084,Strongly disagree,1
147,Coreflow,VAST,Clustering,Insight2,5,107112,24.318,1084,Strongly disagree,1
147,Sententree,VAST,Clustering,Insight2,5,107112,20.839,1084,Strongly disagree,1
147,Coreflow,VAST,Clustering,Insight3,5,107112,15.305,1084,Strongly disagree,1
147,Sententree,VAST,Clustering,Insight3,5,107112,19.771,1084,Strongly disagree,1
148,Coreflow,VAST,Clustering,Insight1,5,449611,23.039,1003,Strongly disagree,1
148,Sententree,VAST,Clustering,Insight1,5,449611,65.863,1003,Strongly disagree,1
148,Coreflow,VAST,Clustering,Insight2,5,449611,22.301,1003,Strongly disagree,1
148,Sententree,VAST,Clustering,Insight2,5,449611,38.526,1003,Strongly disagree,1
148,SeqSynopsis,VAST,Clustering,Insight2,5,449611,242.311,1003,Strongly disagree,1
148,Coreflow,VAST,Clustering,Insight3,5,449611,20.07,1003,Strongly disagree,1
148,Sententree,VAST,Clustering,Insight3,5,449611,26.597,1003,Strongly disagree,1
150,Coreflow,VAST,Clustering,Insight1,5,502455,17.021,2859,Strongly disagree,1
150,Sententree,VAST,Clustering,Insight1,5,502455,417.677,2859,Strongly disagree,1
150,Coreflow,VAST,Clustering,Insight2,5,502455,10.786,2859,Strongly disagree,1
150,Coreflow,VAST,Clustering,Insight3,5,502455,11.318,2859,Strongly disagree,1
151,SeqSynopsis,Workflow,Clustering,Insight1,0,268302,69.832,1331,Strongly disagree,1
151,SeqSynopsis,Workflow,Clustering,Insight2,0,268302,41.51,1331,Strongly disagree,1
152,Coreflow,Workflow,Clustering,Insight1,0,870357,43.812,1893,Strongly disagree,1
153,Sententree,Workflow,Clustering,Insight1,0,359580,359.457,2132,Strongly disagree,1
